network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,latitude_copy
SNTL,ID,couch summit,Lower Little Smoky Creek (170501130204),2021-10-01,2023-11-28,43.52,-114.8,2073,Camas,1306,2023-04-08,640.1,617.2,5.9,-2.7,1.5,0,43.52
SNTL,NV,lamoille upper,Thomas Creek-Lamoille Creek (160401010607),2022-08-01,2023-11-28,40.6,-115.38,2741,Elko,1310,2023-04-24,1493.5,1089.7,6.1,-6,0.4,0,40.6
SNTL,OR,fifteenmile,Dog River (170701050503),2022-09-01,2023-11-28,45.35,-121.53,1820,Hood River,1314,2023-04-25,1140.5,1379.2,12,-6.1,2.5,0,45.35
SNTL,UT,atwater,Headwaters Little Cottonwood Canyon (160202040202),2022-08-01,2023-11-28,40.59,-111.64,2668,Salt Lake,1308,2023-04-29,1940.6,1673.9,10.8,1.3,6,0,40.59
SNTL,UT,rockwood gs,Outlet Clear Creek (160300030105),2022-09-01,2023-11-28,38.67,-112.33,2619,Sevier,1309,2023-04-07,627.4,604.5,6.5,-6.3,1.1,0,38.67
SNTL,ID,fish ck,Upper Fish Creek (170402210401),2021-09-01,2023-11-28,43.56,-113.72,1929,Blaine,1305,2023-04-08,472.4,462.3,6.7,-1.7,2.2,0,43.56
SNTL,ID,pebble creek,Pebble Creek (170402080206),2021-06-01,2023-11-28,42.77,-112.11,1985,Caribou,1299,2023-04-12,853.4,876.3,12,-1.1,6.1,2.5,42.77
SNTL,NM,taos pueblo,La Junta Creek-Rio Pueblo de Taos (130201010602),2021-09-01,2023-11-28,36.54,-105.36,3359,Colfax,1307,2023-04-10,510.5,744.2,12.1,-1.2,6.1,0,36.54
SNTL,UT,gold basin,Upper Pack Creek (140300050401),2021-09-01,2023-11-28,38.47,-109.26,3071,San Juan,1304,2023-04-08,886.5,881.38,6.7,-4.8,0.4,0,38.47
SNTL,UT,powder mountain,Davenport Creek (160102030102),2021-07-01,2023-11-28,41.37,-111.77,2592,Cache,1300,2023-04-27,1338.6,1313.2,9.4,-1.9,4.5,0,41.37
SNTL,UT,wolf creek peak,Mill Hollow-South Fork Provo River (160202030104),2020-08-01,2023-11-28,40.48,-111.04,2986,Wasatch,1164,2023-04-27,947.4,759.5,5.3,-3.2,1.7,0,40.48
SNTL,WA,mt. tebo,Upper South Fork Skokomish River (171100170101),2020-07-01,2023-11-28,47.46,-123.41,1031,Mason,1126,2023-04-22,1176,2761,7.9,1.5,5.4,15.2,47.46
SNTL,UT,parleys upper,Parleys Creek (160202040302),2019-08-01,2023-11-28,40.7,-111.61,2546,Salt Lake,856,2023-04-28,1198.9,1059.2,13.5,-2.3,4.2,0,40.7
SNTL,MT,jl meadow,Dad Creek-Medicine Lodge Creek (100200011202),2017-10-01,2023-11-28,44.78,-113.12,2682,Beaverhead,1287,2023-04-28,472.4,436.9,13.4,-5.4,4.5,0,44.78
SNTL,NV,oneil creek,Pole Creek (170402130106),2018-06-01,2023-11-28,41.86,-115.08,1987,Elko,1272,2023-04-08,393.7,358.1,8.7,-2.6,3,0,41.86
SNTL,CA,fredonyer peak,Lower Dry Lake-Frontal Eagle Lake (180800030304),2016-10-01,2023-11-28,40.69,-120.61,2197,Lassen,1277,2023-04-08,629.9,584.2,9,-1.7,2.7,0,40.69
SNTL,MT,slagamelt lakes,Big Swamp Creek (100200040308),2017-09-01,2023-11-28,45.37,-113.72,2627,Beaverhead,1286,2023-04-29,741.7,769.6,15.2,3.3,8.4,0,45.37
SNTL,UT,bobs hollow,North Fork Chalk Creek (160300051401),2016-10-01,2023-11-28,38.95,-112.15,2840,Millard,1278,2023-04-07,675.6,779.8,8.9,-4.1,2,0,38.95
SNTL,UT,santaquin meadows,Summit Creek (160202010301),2016-10-01,2023-11-28,39.92,-111.72,2388,Utah,1280,2023-04-07,952.5,830.6,11.8,-8.4,2.6,0,39.92
SNTL,CO,elkhead divide,Headwaters Elkhead Creek (140500010601),2016-09-01,2023-11-28,40.8,-107.1,2682,Routt,1252,2023-04-10,856,807.7,11.9,-1.1,6.2,0,40.8
SNTL,NM,garita peak,Headwaters San Antonio Creek (130202020201),2016-09-01,2023-11-28,36,-106.55,3083,Rio Arriba,1173,2023-03-28,348,467.4,4,-10.2,-2.5,0,36
SNTL,UT,mt pennell,State Creek (140700010502),2015-10-01,2023-11-28,37.98,-110.79,2807,Garfield,1269,2023-04-08,500.4,530.9,9.3,1.5,4.7,0,37.98
SNTL,AZ,hawley lake,Trout Creek (150601020106),2015-09-01,2023-11-28,33.97,-109.77,2534,Apache,1271,2023-03-25,530.9,779.78,5.6,-10.1,-1.4,0,33.97
SNTL,NV,fry canyon,Headwaters North Fork Humboldt River (160401020101),2014-10-01,2023-11-28,41.58,-115.94,2072,Elko,1262,2023-04-07,167.6,482.6,7.7,-5.9,2.1,0,41.58
SNTL,UT,lonesome beaver,Headwaters North Wash (140700010301),2014-10-01,2023-11-28,38.07,-110.77,2868,Garfield,1261,2023-04-07,403.9,505.5,7,-3.4,2.9,0,38.07
SNTL,UT,panguitch lake rs,Ipson Creek (160300010402),2014-10-01,2023-11-28,37.7,-112.65,2545,Garfield,1148,2023-04-07,373.4,388.6,8.1,-10,1.2,0,37.7
SNTL,WA,pinto rock,Iron Creek (170800040405),2014-10-01,2023-11-28,46.32,-121.94,1353,Skamania,1263,2023-04-24,1285.2,1628.1,6,0.1,2,2.5,46.32
SNTL,WA,skate creek,Silver Creek (170800040505),2014-10-01,2023-11-28,46.64,-121.83,1149,Lewis,1257,2023-04-24,1135.4,1874.5,7.5,1.2,3.2,5.1,46.64
SNTL,CA,state line,Weed Valley-North Fork Willow Creek (180102040201),2014-06-01,2023-11-28,41.99,-120.72,1731,Modoc,1258,2023-04-06,312.4,411.5,7.9,-1.1,3.1,0,41.99
SNTL,CO,sawtooth,Middle Saint Vrain Creek (101900050102),2014-09-01,2023-11-28,40.14,-105.58,2949,Boulder,1251,2023-04-29,711.2,777.2,11.9,-0.9,5.1,0,40.14
SNTL,NV,dry creek,Upper Secret Creek (160401010601),2013-10-01,2023-11-28,40.86,-115.22,1998,Elko,1243,2023-03-31,368.3,495.3,6.4,-2.1,1.3,0,40.86
SNTL,NV,little valley,Franktown Creek-Frontal Washoe Lake (160501020301),2013-10-01,2023-11-28,39.25,-119.88,1979,Washoe,1242,2023-03-30,838.2,1071.9,5.6,-7.3,-1,0,39.25
SNTL,NV,pole canyon,Woods Creek-Franklin River (160600071101),2013-10-01,2023-11-28,40.86,-115.12,2365,Elko,1244,2023-04-11,800.1,934.7,15.9,7.1,11.1,0,40.86
SNTL,UT,corral,Grassy Trail Reservoir-Grassy Trail Creek (140600070903),2013-10-01,2023-11-28,39.66,-110.38,2501,Carbon,1236,2023-04-05,530.9,492.8,-0.9,-15.3,-8.6,0,39.66
SNTL,UT,sunflower flat,Oak Creek (140700030406),2013-10-01,2023-11-28,38.05,-111.34,3053,Garfield,1249,2023-04-07,655.3,561.3,5.8,-5.9,0.4,0,38.05
SNTL,UT,suu ranch,Crow Creek-Coal Creek (160300060306),2013-10-01,2023-11-28,37.6,-112.93,2454,Iron,1248,2023-04-07,680.7,736.6,9.6,-8.2,2.3,0,37.6
SNTL,UT,takka wiiya,Fifteenmile Creek (160203060804),2013-10-01,2023-11-28,39.74,-113.98,2780,Juab,1247,2023-04-08,594.4,563.9,9.6,-2,2.8,0,39.74
SNTL,WA,muckamuck,West Fork Salmon Creek (170200062001),2014-06-01,2023-11-28,48.59,-119.87,1362,Okanogan,1259,2023-04-07,248.9,360.7,5.1,1.2,2.8,12.7,48.59
SNTL,NM,rio santa barbara,Outlet Rio Santa Barbara (130201010905),2013-09-01,2023-11-28,36.07,-105.63,3250,Taos,1254,2023-03-25,434.3,482.6,-5.7,-13.8,-10,0,36.07
SNTL,UT,bevans cabin,Settlement Canyon (160203040401),2012-10-01,2023-11-28,40.46,-112.25,1987,Tooele,1214,2023-04-06,401.3,685.8,5.4,-10.2,-3.1,0,40.46
SNTL,UT,buckboard flat,North Creek-Montezuma Creek (140802030103),2012-10-01,2023-11-28,37.87,-109.45,2720,San Juan,1153,2023-04-08,713.7,721.4,10.2,-1.2,3.5,0,37.87
SNTL,UT,gbrc hq,Ephraim Creek (160300040307),2012-10-01,2023-11-28,39.32,-111.49,2683,Sanpete,1221,2023-04-08,665.5,690.9,11,-1.3,3,0,39.32
SNTL,UT,gbrc meadows,Ephraim Creek (160300040307),2012-10-01,2023-11-28,39.3,-111.45,3005,Sanpete,1222,2023-04-12,960.1,866.14,9.8,0.2,5.3,0,39.3
SNTL,UT,hobble creek,Upper Diamond Fork (160202020304),2012-10-01,2023-11-28,40.19,-111.36,2249,Utah,1223,2023-04-07,716.3,767.1,10.6,-3.4,3.3,0,40.19
SNTL,UT,huntington horse,Gooseberry Creek (140600070201),2012-10-01,2023-11-28,39.62,-111.31,2942,Sanpete,1216,2023-04-30,1079.5,817.9,16.2,5.1,10.4,0,39.62
SNTL,UT,lasal mountain-lower,Horse Creek-Mill Creek (140300050404),2012-10-01,2023-11-28,38.48,-109.29,2677,San Juan,1215,2023-04-08,500.4,482.6,9.9,0.8,5,0,38.48
SNTL,UT,mt baldy,Headwaters Twelvemile Creek (160300040402),2012-10-01,2023-11-28,39.14,-111.51,2903,Sanpete,1224,2023-04-18,1051.6,728.98,5.8,-7.9,0,0,39.14
SNTL,UT,redden mine lwr,Thorn Creek-Beaver Creek (160201010103),2012-10-01,2023-11-28,40.68,-111.22,2601,Summit,1225,2023-04-08,769.6,894.1,8.9,0.1,3.9,0,40.68
SNTL,UT,rees flat,Quaking Aspen Creek-Chicken Creek (160300050202),2012-10-01,2023-11-28,39.5,-111.73,2196,Juab,1217,2023-04-08,594.4,668,14.6,-2.4,5,0,39.5
SNTL,UT,thistle flat,Manti Canyon (160300040501),2012-10-01,2023-11-28,39.24,-111.52,2678,Sanpete,1226,2023-04-07,652.8,640.1,9.5,-3.2,3.9,0,39.24
SNTL,UT,upper joes valley,Indian Creek (140600090201),2012-10-01,2023-11-28,39.42,-111.25,2620,Emery,1227,2023-04-07,454.7,454.7,8.2,-13.1,-1.2,0,39.42
SNTL,UT,wrigley creek,Millsite Reservoir-Ferron Creek (140600090303),2012-10-01,2023-11-28,39.13,-111.36,2843,Sanpete,1228,2023-04-07,500.4,508,7.7,-10.3,-0.6,0,39.13
SNTL,UT,yankee reservoir,Center Creek-Parowan Creek (160300060202),2012-10-01,2023-11-28,37.75,-112.77,2649,Iron,1197,2023-04-07,449.6,477.5,9.1,-4.4,3.7,0,37.75
SNTL,AZ,bar m,Bar M Canyon (150602020601),2012-09-01,2023-11-28,34.86,-111.6,1950,Coconino,1212,2023-03-03,332.7,652.8,6.8,-8,-0.2,0,34.86
SNTL,MT,bassoo peak,Mill Creek (170102120105),2011-10-01,2023-11-28,47.86,-114.76,1570,Sanders,1190,2023-04-07,238.8,342.9,12.5,2.3,5.3,0,47.86
SNTL,NV,bird creek,Timber Creek-Duck Creek (160600081304),2011-10-01,2023-11-28,39.46,-114.65,2297,White Pine,1155,2023-04-01,315,383.5,9.4,-2.8,3.7,0,39.46
SNTL,NV,cave mountain,Bastian Creek (160600080402),2011-10-01,2023-11-28,39.16,-114.61,3224,White Pine,1152,2023-04-09,675.6,632.46,8.3,-1.3,3,0,39.16
SNTL,NV,golconda,Pole Creek (160401080102),2011-10-01,2023-11-28,40.88,-117.59,2017,Humboldt,1195,2023-04-07,393.7,617.2,8,2.5,5,0,40.88
SNTL,NV,kalamazoo,Lower Spring Valley Creek (160600080700),2011-10-01,2023-11-28,39.56,-114.63,2370,White Pine,1150,2023-04-07,502.9,530.9,8.8,-7.9,1.4,0,39.56
SNTL,NV,summit lk,Summit Lake (160402021301),2011-10-01,2023-11-28,41.49,-119,2321,Humboldt,1194,2023-04-09,442,442,13.5,1.4,8.2,0,41.49
SNTL,NV,vacarro springs,Torre Creek-Slough Creek-Frontal Diamond Valley (160600051503),2011-10-01,2023-11-28,39.45,-115.98,2405,Eureka,1137,2023-04-07,551.2,627.4,9.1,-1.3,3.7,0,39.45
SNTL,OR,howard prairie,Upper Jenny Creek (180102060401),2012-09-01,2023-11-28,42.22,-122.37,1396,Jackson,1158,2023-04-07,332.7,673.1,6.7,1.2,2.9,5.1,42.22
SNTL,OR,smith ridge,Smith River (170900040203),2011-10-01,2023-11-28,44.3,-122.04,997,Linn,1167,2023-04-05,381,1323.3,6.6,-2,2,2.5,44.3
SNTL,UT,brian head,Dry Lakes Creek (160300060201),2011-10-01,2023-11-28,37.68,-112.86,3060,Iron,1154,2023-04-08,866.1,751.8,7.6,-4.2,1.3,0,37.68
SNTL,UT,buck pasture,Upper Cottonwood Creek (140401070301),2011-11-01,2023-11-28,40.84,-110.66,2936,Summit,1192,2023-04-27,558.8,604.5,8.5,-10.1,1,0,40.84
SNTL,UT,gooseberry rs up,Gooseberry Creek (160300030405),2011-10-01,2023-11-28,38.79,-111.69,2559,Sevier,1184,2023-04-07,429.3,518.2,10.4,-7,2.7,0,38.79
SNTL,WA,satus pass,Headwaters Little Klickitat River (170701060301),2012-08-01,2023-11-28,45.99,-120.68,1207,Klickitat,1231,2023-04-07,411.5,731.5,7.7,0.5,3.8,7.6,45.99
SNTL,WY,med bow,Spring Creek (101800040302),2012-08-01,2023-11-28,41.38,-106.35,3204,Carbon,1196,2023-04-29,1066.8,975.4,9,-3.8,3.3,0,41.38
SNTL,CO,black mesa,Fish Creek (140300020103),2011-07-01,2023-11-28,37.79,-108.18,3525,Dolores,1185,2023-05-01,965.2,988.1,12.6,3,7.2,0,37.79
SNTL,CO,black mountain,Upper Dale Creek (101900070501),2010-10-01,2023-11-28,40.89,-105.66,2737,Larimer,1161,2023-04-11,315,327.7,16.9,1,10,0,40.89
SNTL,CO,fool creek,Saint Louis Creek (140100010203),2011-07-01,2023-11-28,39.87,-105.87,3400,Grand,1186,2023-04-30,510.5,505.46,12,-0.3,4.7,0,39.87
SNTL,CO,high lonesome,Meadows Creek-Ranch Creek (140100010205),2011-07-01,2023-11-28,40.04,-105.75,3242,Grand,1187,2023-04-11,566.4,533.4,12.9,3.3,7.9,0,40.04
SNTL,CO,wager gulch,Lake Sanc Cristobal-Lake Fork (140200020602),2011-07-01,2023-11-28,37.88,-107.36,3393,Hinsdale,1188,2023-04-04,297.2,365.8,-6,-16.6,-11.3,0,37.88
SNTL,CO,weminuche creek,Sand Creek (140801020203),2010-10-01,2023-11-28,37.52,-107.32,3276,Hinsdale,1160,2023-04-07,820.4,817.9,8.1,-6.1,0.8,0,37.52
SNTL,NM,san antonio sink,Canada Tio Grande-Rio San Antonio (130100050301),2011-07-01,2023-11-28,36.86,-106.23,2787,Rio Arriba,1172,2023-04-02,312.4,287,9,-6.2,3.3,0,36.86
SNTL,NV,wheeler peak,Lehman Creek (160203010801),2010-10-01,2023-11-28,39.01,-114.31,3066,White Pine,1147,2023-04-11,889,942.3,11.3,4.5,7.3,0,39.01
SNTL,OR,bear grass,Smith River (170900040203),2011-07-01,2023-11-28,44.33,-122.09,1439,Linn,1166,2023-04-28,2108.2,2321.6,23.9,8.5,14.7,0,44.33
SNTL,UT,bear river rs,Cottonwood Creek-Mill Creek (160101010106),2010-10-01,2023-11-28,40.89,-110.83,2675,Summit,992,2023-04-08,401.3,421.6,9.9,-4.9,1.4,0,40.89
SNTL,UT,box springs,Box Creek (160300020107),2010-10-01,2023-11-28,38.5,-112.01,2813,Piute,1156,2023-04-09,368.3,431.8,13.6,-0.5,5.1,0,38.5
SNTL,UT,ef blacks fork gs,Sage Creek (140401070302),2010-10-01,2023-11-28,40.88,-110.54,2853,Summit,1163,2023-04-09,396.2,350.5,11.6,-6.2,2.3,0,40.88
SNTL,UT,fish lake utah,Deadman Hollow (140700030108),2010-10-01,2023-11-28,38.5,-111.77,2682,Sevier,1149,2023-04-08,421.6,330.2,9.5,-8.4,-0.3,0,38.5
SNTL,UT,george creek,George Creek (170402100401),2010-10-01,2023-11-28,41.92,-113.41,2732,Box Elder,1151,2023-04-26,833.1,779.8,9.2,-6.2,1,0,41.92
SNTL,UT,kilfoil creek,Upper Lost Creek (160201010603),2010-10-01,2023-11-28,41.25,-111.41,2201,Morgan,1145,2023-04-08,596.9,685.8,9.9,-3.2,2.5,0,41.25
SNTL,UT,lost creek resv,Upper Lost Creek (160201010603),2010-10-01,2023-11-28,41.22,-111.36,1854,Morgan,1118,2023-04-08,360.7,459.7,12.6,-3.8,3.4,0,41.22
SNTL,UT,oak creek,Upper Oak Creek (160300051503),2010-10-01,2023-11-28,39.35,-112.19,2393,Millard,1146,2023-04-08,632.5,731.5,12,3.7,7.2,0,39.35
SNTL,WA,gold axe camp,Lower Toroda Creek (170200021204),2010-10-01,2023-11-28,48.95,-118.99,1634,Okanogan,1159,2023-04-21,350.5,419.1,3.5,-4.1,0.9,2.5,48.95
SNTL,WA,gold mountain,Wilmont Creek (170200011703),2010-10-01,2023-11-28,48.19,-118.46,1338,Ferry,1256,2023-03-16,315,416.6,3.8,-2.2,0.5,0,48.19
SNTL,AZ,beaver spring,Tsaile Creek-Tsaile Lake (140802040401),2009-10-01,2023-11-28,36.33,-109.06,2821,Apache,1143,2023-04-01,485.1,647.7,10.1,-4.9,2.4,2.5,36.33
SNTL,MT,blacktail mtn,Ronan Creek (170102080302),2010-08-01,2023-11-28,47.98,-114.35,1722,Flathead,1144,2023-04-07,302.3,325.1,9.2,1.3,3.9,0,47.98
SNTL,NM,palo,Headwaters Rio Fernando del Taos (130201010601),2010-08-01,2023-11-28,36.41,-105.33,2848,Taos,1170,2023-04-01,213.4,284.5,8.1,-5.8,2.4,0,36.41
SNTL,NM,shuree,Comanche Creek (130201010102),2010-08-01,2023-11-28,36.79,-105.24,3076,Taos,1169,2023-03-29,147.3,208.3,9.9,-0.9,4,0,36.79
SNTL,NM,taos powderhorn,Headwaters Arroyo Hondo (130201010701),2010-08-01,2023-11-28,36.58,-105.46,3367,Taos,1168,2023-05-01,602,642.6,12.6,1.3,7,0,36.58
SNTL,NV,porter canyon,Porter Canyon-Porter Creek (160600020102),2009-10-01,2023-11-28,39.47,-117.62,2191,Lander,2170,2023-04-07,221,335.3,7.3,0.1,4.3,2.5,39.47
SNTL,NV,toe jam,Toe Jam Creek (160401060202),2009-10-01,2023-11-28,41.32,-116.34,2344,Elko,1136,2023-04-08,660.4,657.9,7.2,-5.5,1.5,0,41.32
SNTL,UT,blacks fork jct,Lower Cottonwood Creek (140401070303),2010-09-01,2023-11-28,40.96,-110.58,2703,Summit,1162,2023-04-26,386.1,414,10.3,-7.5,1.4,0,40.96
SNTL,UT,burts miller ranch,West Fork Bear River (160101010105),2009-10-01,2023-11-28,40.98,-110.85,2438,Summit,1135,2023-04-09,299.7,375.9,9.4,-2.5,3.6,0,40.98
SNTL,UT,garden city summit,Garden City Canyon-Frontal Bear River (160102010106),2009-10-01,2023-11-28,41.92,-111.47,2348,Cache,1114,2023-04-28,871.2,764.5,10.4,-5,1.9,0,41.92
SNTL,UT,klondike narrows,Hells Kitchen Canyon-Logan River (160102030302),2009-10-01,2023-11-28,41.97,-111.6,2210,Cache,1115,2023-04-10,983,977.9,13.8,-1.7,5.8,0,41.97
SNTL,UT,lakefork #3,Crystal Creek-Yellowstone River (140600030705),2009-10-01,2023-11-28,40.55,-110.35,2580,Duchesne,1116,2023-04-07,434.3,444.5,5.8,-11,-1.2,0,40.55
SNTL,UT,spirit lk,Horseshoe Canyon-Green River (140401060501),2009-10-01,2023-11-28,40.84,-110.01,3120,Daggett,1117,2023-04-28,591.8,596.9,10.2,-14.6,0.1,0,40.84
SNTL,UT,tony grove rs,Tony Grove Creek (160102030304),2009-10-01,2023-11-28,41.89,-111.57,1930,Cache,1113,2023-04-08,576.6,703.6,13.8,-1.1,5,0,41.89
SNTL,WA,trinity,Phelps Creek (170200110302),2010-08-01,2023-11-28,48.07,-120.85,893,Chelan,1171,2023-03-21,690.9,985.5,13.7,-0.9,3.9,0,48.07
SNTL,WY,castle creek,Upper Wiggins Fork (100800010401),2010-08-01,2023-11-28,43.67,-109.38,2560,Fremont,1130,2023-04-08,177.8,190.5,11,-5.7,1.2,0,43.67
SNTL,WY,larsen creek,Pool Creek-Sweetwater River (101800060101),2010-08-01,2023-11-28,42.58,-109.09,2743,Sublette,1134,2023-04-10,325.1,383.5,12.7,-2.4,6.3,0,42.58
SNTL,WY,little goose,Sheep Creek-Tongue River (100901010105),2010-08-01,2023-11-28,44.54,-107.18,2704,Johnson,1131,2023-04-09,309.9,320,10.4,-0.7,4.4,0,44.54
SNTL,WY,soldier park,North Clear Creek (100902060103),2010-08-01,2023-11-28,44.35,-107.01,2658,Johnson,1132,2023-04-08,256.5,236.2,6.9,-4,0.8,0,44.35
SNTL,AZ,baker butte smt,Toms Creek (150602030103),2009-05-01,2023-11-28,34.46,-111.38,2363,Coconino,1140,2023-04-10,729,820.4,16.6,5.8,10.8,0,34.46
SNTL,AZ,chalender,Pitman Valley-Scholz Lake (150602020305),2009-05-01,2023-11-28,35.26,-112.06,2144,Coconino,1139,2023-03-06,281.9,396.2,10.4,-3.7,3.5,0,35.26
SNTL,CO,elliot ridge,Deep Creek-Blue River (140100020602),2009-08-01,2023-11-28,39.86,-106.42,3215,Summit,1120,2023-04-30,716.3,744.2,9.6,1.4,5.7,0,39.86
SNTL,CO,hourglass lake,Beaver Creek (101900070101),2008-10-01,2023-11-28,40.58,-105.63,2870,Larimer,1122,2023-04-11,304.8,304.8,15.6,1.8,9.3,0,40.58
SNTL,CO,long draw resv,La Poudre Pass Creek (101900070203),2008-10-01,2023-11-28,40.51,-105.77,3050,Larimer,1123,2023-04-11,482.6,472.4,14.6,-7.2,3,0,40.51
SNTL,CO,moon pass,California Gulch (130100040201),2008-10-01,2023-11-28,37.97,-106.56,3392,Saguache,1124,2023-04-07,147.3,154.9,6.6,-2.3,1.2,0,37.97
SNTL,CO,sargents mesa,Middle Creek (130100040306),2008-10-01,2023-11-28,38.29,-106.37,3505,Saguache,1128,2023-05-02,320,345.4,10.2,2.6,5.4,0,38.29
SNTL,CO,upper taylor,Upper Taylor River (140200010101),2009-08-01,2023-11-28,38.99,-106.75,3267,Gunnison,1141,2023-04-03,558.8,594.4,3.2,-4.2,0.2,0,38.99
SNTL,ID,pierce r.s.,Upper Orofino Creek (170603060401),2009-09-01,2023-11-28,46.5,-115.8,939,Clearwater,1142,2023-04-06,335.3,662.9,12.8,-6,1.9,0,46.5
SNTL,NM,navajo whiskey ck,Whiskey Creek (Local Drainage) (140802040206),2009-05-01,2023-11-28,36.18,-108.95,2763,San Juan,1138,2023-04-06,548.6,579.1,5.6,-10.8,-1.1,0,36.18
SNTL,NV,bristlecone trail,Lee Canyon (150100150206),2008-10-01,2023-11-28,36.32,-115.7,2710,Clark,1111,2023-04-06,701,698.5,8.4,-10.4,-1.9,0,36.32
SNTL,NV,lee canyon,Lee Canyon (150100150206),2008-10-01,2023-11-28,36.31,-115.68,2629,Clark,1112,2023-04-09,571.5,662.9,12.7,0.2,6.1,0,36.31
SNTL,NV,rainbow canyon,Kyle Canyon (150100150301),2008-10-01,2023-11-28,36.25,-115.63,2396,Clark,1110,2023-04-04,683.3,886.5,-0.3,-9.4,-5.7,0,36.25
SNTL,WA,brown top,Little Beaver Creek (171100050601),2009-09-01,2023-11-28,48.93,-121.2,1777,Whatcom,1080,2022-10-08,0,0,18.7,12.4,14.8,0,48.93
SNTL,WA,indian rock,Headwaters Little Klickitat River (170701060301),2008-10-01,2023-11-28,45.99,-120.81,1634,Klickitat,1129,2023-04-08,500.4,965.2,4.3,-2.3,1,2.5,45.99
SNTL,WY,blackhall mtn,Billie Creek-Encampment River (101800020504),2009-08-01,2023-11-28,41.06,-106.71,2999,Carbon,1119,2023-04-11,1013.5,975.4,13.1,-0.5,6.4,0,41.06
SNTL,AZ,fort valley,Upper Rio de Flag (150200150102),2008-06-01,2023-11-28,35.27,-111.74,2247,Coconino,1121,2023-03-04,259.1,401.3,8.1,-14.8,-2.7,0,35.27
SNTL,AZ,mormon mtn summit,Walnut Creek-Upper Lake Mary (150200150202),2008-06-01,2023-11-28,34.97,-111.51,2579,Coconino,1125,2023-04-03,668,881.4,7.6,-5.9,2.2,0,34.97
SNTL,AZ,nutrioso,San Francisco River-Luna Lake (150400040301),2008-06-01,2023-11-28,33.9,-109.15,2612,Apache,1127,2023-02-01,35.6,223.5,7.3,-6.3,-1.2,0,33.9
SNTL,MT,east boulder mine,Upper East Boulder River (100700020701),2008-06-01,2023-11-28,45.5,-110.08,1931,Sweet Grass,1105,2023-04-07,264.2,368.3,14.6,-1.5,6.2,2.5,45.5
SNTL,MT,elk peak,Alabaugh Creek (100402010203),2008-07-01,2023-07-01,46.48,-110.71,2316,Meagher,1106,2023-04-23,891.5,269.2,10,-7.1,2.1,0,46.48
SNTL,UT,jones corral,East Fork Sevier River Outlet (160300020507),2007-10-01,2023-11-28,38.07,-112.17,2971,Garfield,1099,2023-04-17,546.1,457.2,10.8,1.1,5.4,0,38.07
SNTL,UT,timberline,Grassy Trail Reservoir-Grassy Trail Creek (140600070903),2007-10-01,2023-11-28,39.68,-110.43,2663,Carbon,1097,2023-04-08,647.7,629.9,9.5,-3.4,2,0,39.68
SNTL,UT,usu doc daniel,Big Creek (160102010103),2007-10-01,2023-11-28,41.86,-111.51,2521,Rich,1098,2023-04-28,1145.5,1130.3,11.6,-5,3.6,0,41.86
SNTL,WA,buckinghorse,Headwaters Elwha River (171100200501),2008-06-01,2023-11-28,47.71,-123.46,1484,Jefferson,1107,2023-04-22,1394.5,2458.7,7.2,1.5,4.4,20.3,47.71
SNTL,WA,calamity,Lower Canyon Creek (170800020603),2008-08-01,2023-11-28,45.9,-122.22,762,Skamania,1109,2023-04-06,228.6,1821.2,6.6,3,5.1,43.2,45.9
SNTL,CO,chapman tunnel,Deeds Creek-Fryingpan River (140100040504),2007-09-01,2023-11-28,39.26,-106.63,3078,Pitkin,1101,2023-04-07,401.3,447,7.7,-13.2,-1.6,0,39.26
SNTL,CO,hayden pass,Piney Creek-San Luis Creek (130100030301),2007-08-01,2023-11-28,38.29,-105.85,3261,Saguache,1102,2023-03-30,208.3,259.1,3.6,-9.2,-2.4,0,38.29
SNTL,CO,saint elmo,Headwaters Chalk Creek (110200010501),2007-08-01,2023-11-28,38.7,-106.37,3185,Chaffee,1100,2023-04-07,332.7,365.8,7.9,-12.2,-1.7,0,38.7
SNTL,OR,milk shakes,Upper Mill Creek (170701020201),2007-05-01,2023-11-28,45.98,-117.95,1701,Wallowa,1079,2023-04-26,1214.1,1402.1,13,2.1,8,2.5,45.98
SNTL,OR,swan lake mtn,Grizzly Butte (180102040802),2006-10-01,2023-11-28,42.41,-121.68,2082,Klamath,1077,2023-04-08,848.4,939.8,7.8,-2.3,1.6,0,42.41
SNTL,WA,lynn lake,Howard Hansen Dam-Green River (171100130203),2007-08-01,2023-11-28,47.2,-121.78,1189,King,1069,2023-04-25,894.1,1988.8,11.6,1.9,5.9,0,47.2
SNTL,WA,pepper creek,Little Creek-Lewis River (170800020111),2007-08-01,2023-11-28,46.1,-121.96,652,Skamania,1104,2023-03-17,276.9,1117.6,12.3,-1.7,3.7,0,46.1
SNTL,ID,ragged mountain,Rathdrum Creek (170103050302),2006-08-01,2023-11-28,47.86,-117.04,1283,Kootenai,1081,2023-04-09,617.2,792.5,10.7,4.7,6.9,5.1,47.86
SNTL,NM,tres ritos,Osha Canyon-Rio Pueblo (130201010903),2006-09-01,2023-11-28,36.13,-105.53,2669,Taos,1083,2023-03-04,101.6,264.2,9.9,-8,1.8,0,36.13
